Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
6227;A;Pc;Okafor;Milan;14;6,07;6,89;4;0;0;0;0;0;0;1;0;0
247;A;Pc;Pavoletti;Cagliari;14;6,25;7,04;4;0;0;0;0;0;1;4;0;0
507;A;Pc;Muriel;Atalanta;13;6,15;6,69;2;0;0;0;0;0;1;0;0;0
5672;A;Pc;Dia;Salernitana;17;5,85;6,53;4;0;0;1;1;0;0;1;0;0
6060;A;A;Lauriente';Sassuolo;26;5,96;6,23;1;0;0;0;0;0;5;2;0;0
6435;A;Pc;Krstovic;Lecce;22;5,84;6,32;5;0;0;2;1;1;0;3;0;0
2719;A;A;Barrow;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5836;A;Pc;Ceesay;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6164;A;Pc;Vitinha O.;Genoa;1;6;6;0;0;0;0;0;0;0;1;0;0
479;A;Pc;Sanabria;Torino;23;5,8;6,15;3;0;0;1;1;0;0;2;0;0
5529;A;Pc;Henry;Verona;8;6,06;6,75;3;0;0;1;0;1;0;1;0;0
5882;A;A;Mota;Monza;24;5,94;6,33;3;0;0;0;0;0;2;3;0;0
6001;A;A;Banda;Lecce;17;6,15;6,5;2;0;0;0;0;0;3;4;1;0
6207;A;A;Almqvist;Lecce;20;6,02;6,25;2;0;0;0;0;0;0;3;0;0
6398;A;A;Isaksen;Lazio;17;6,09;6,44;2;0;0;0;0;0;1;3;0;0
6434;A;A;Yildiz;Juventus;11;6,05;6,32;1;0;0;0;0;0;0;1;0;0
495;A;A;Correa;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
537;A;A;Sansone;Lecce;14;6,04;6,32;1;0;0;0;0;0;2;2;0;0
2012;A;Pc;Milik;Juventus;17;5,88;6,18;2;0;0;0;0;0;1;2;1;0
2819;A;Pc;Caputo;Empoli;15;5,77;6,37;3;0;0;1;1;0;0;0;0;0
4436;A;A;Cambiaghi;Empoli;25;6,1;6,1;0;0;0;0;0;0;1;2;0;0
4517;A;A;Lozano;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5506;A;A;Ekuban;Genoa;16;5,97;6,41;2;0;0;0;0;0;1;0;0;0
5795;A;Pc;Azmoun;Roma;10;6,2;6,7;2;0;0;0;0;0;0;3;0;0
6439;A;Pc;Cheddira;Frosinone;19;5,89;6,26;2;0;0;1;1;0;1;0;0;0
382;A;Pc;Niang;Empoli;3;7,17;10,5;3;0;0;3;3;0;1;0;0;0
1857;A;A;Di Francesco F.;Lecce;1;7;10;1;0;0;0;0;0;0;0;0;0
4184;A;"W;A";Brekalo;Fiorentina;11;5,91;6,18;1;0;0;0;0;0;0;0;0;0
5336;A;Pc;Nzola;Fiorentina;24;5,69;5,96;2;0;0;1;1;0;1;1;0;0
5500;A;A;Cancellieri;Empoli;24;5,94;6,1;2;0;0;0;0;0;1;6;0;0
2489;A;A;Pedro;Lazio;20;5,9;5,98;1;0;0;0;0;0;0;3;0;0
2762;A;A;Kouame';Fiorentina;11;6,05;6,41;1;0;0;0;0;0;1;0;0;0
6580;A;Pc;Swiderski;Verona;4;5,88;5,88;0;0;0;0;0;0;0;0;0;0
306;A;Pc;Cerri;Empoli;6;5,75;5,67;0;0;0;0;0;0;0;1;0;0
383;A;Pc;Petagna;Cagliari;15;5,8;6;1;0;0;0;0;0;1;2;0;0
1939;A;Pc;Lapadula;Cagliari;11;5,82;5,95;1;0;0;0;0;0;0;3;0;0
2765;A;Pc;Odgaard;Bologna;2;6,75;9,75;2;0;0;0;0;0;0;0;0;0
5515;A;Pc;Okereke;Torino;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5807;A;A;Jovane;Salernitana;10;5,9;6,15;1;0;0;0;0;0;0;1;0;0
6119;A;A;Solbakken;Roma;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6250;A;Pc;Maric;Monza;7;6,07;6,5;1;0;0;0;0;0;0;0;0;0
6556;A;"W;A";Noslin;Verona;5;6,2;6,8;1;0;0;0;0;0;0;0;0;0
2475;A;A;Sanchez;Inter;10;6,05;6,25;0;0;0;0;0;0;2;0;0;0
6214;A;Pc;Cuni;Frosinone;8;5,94;6,31;1;0;0;0;0;0;0;0;0;0
6584;A;Pc;Weissman;Salernitana;3;6,17;7,17;1;0;0;0;0;0;0;0;0;0
90;A;Pc;Lasagna;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
505;A;A;Bonazzoli;Verona;15;5,8;5,93;1;0;0;0;0;0;0;2;0;0
2061;A;Pc;Simeone;Napoli;13;5,73;5,85;1;0;0;0;0;0;0;3;0;0
2190;A;Pc;Coda M.;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
6229;A;Pc;Toure' E.;Atalanta;2;6;7,25;1;0;0;0;0;0;0;1;0;0
6425;A;Pc;Ikwuemesi;Salernitana;16;5,66;5,84;1;0;0;0;0;0;1;2;0;0
1997;A;Pc;Simy;Salernitana;7;5,86;6,29;1;0;0;0;0;0;0;0;0;0
2097;A;Pc;Kean;Juventus;8;6,12;6;0;0;0;0;0;0;0;2;0;0
2325;A;A;Karamoh;Torino;5;6,1;6,1;0;0;0;0;0;0;0;0;0;0
5311;A;Pc;Shomurodov;Cagliari;10;5,8;6;0;0;0;0;0;0;2;0;0;0
5364;A;A;Caso;Frosinone;11;5,95;5,95;0;0;0;0;0;0;1;2;0;0
5676;A;A;Success;Udinese;16;5,72;5,5;0;0;0;1;0;1;1;4;0;0
6205;A;Pc;Mulattieri;Sassuolo;9;6;6;0;0;0;0;0;0;0;1;0;0
643;A;A;Defrel;Sassuolo;6;5,83;6;0;0;0;0;0;0;1;0;0;0
2103;A;Pc;Pellegri;Torino;11;5,77;5,68;0;0;0;0;0;0;0;2;0;0
2466;A;Pc;Origi;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
4463;A;Pc;Esposito Se.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
5446;A;Pc;Van Hooijdonk;Bologna;7;5,79;5,79;0;0;0;0;0;0;0;0;0;0
5806;A;A;Seck;Frosinone;10;5,95;5,9;0;0;0;0;0;0;0;1;0;0
6530;A;"W;A";Ghedjemis;Frosinone;3;6,33;6,33;0;0;0;0;0;0;0;0;0;0
6558;A;A;Tavsan;Verona;1;6;6;0;0;0;0;0;0;0;0;0;0
6572;A;Pc;Castro S.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
472;A;Pc;Destro;Empoli;7;5,64;5,57;0;0;0;0;0;0;0;1;0;0
1958;A;A;Caprari;Monza;4;6;6;0;0;0;0;0;0;0;0;0;0
2544;A;Pc;Abraham;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
5776;A;A;Ceide;Sassuolo;5;5,7;5,7;0;0;0;0;0;0;0;0;0;0
5842;A;Pc;Botheim;Salernitana;5;5,3;5,2;0;0;0;0;0;0;0;1;0;0
6213;A;Pc;Brenner;Udinese;1;6;6;0;0;0;0;0;0;0;0;0;0
6243;A;Pc;Borrelli;Frosinone;1;6;6;0;0;0;0;0;0;0;0;0;0
6459;A;A;Karlsson;Bologna;5;5,9;5,9;0;0;0;0;0;0;0;0;0;0
6549;A;A;Pierotti;Lecce;1;6;6;0;0;0;0;0;0;0;0;0;0
281;A;Pc;Puscas;Genoa;3;5,33;5,33;0;0;0;0;0;0;0;0;0;0
2119;A;A;Deulofeu;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
2122;A;Pc;Latte Lath;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
5060;A;A;Ake' M.;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
5391;A;Pc;Kokorin;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5395;A;A;Braaf;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5415;A;A;Traore' C.;Milan;1;7;10;1;0;0;0;0;0;0;0;0;0
5436;A;Pc;Raimondo;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5439;A;A;Kallon;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
5637;A;Pc;Davis K.;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
5837;A;Pc;Voelkerling Persson;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
5843;A;A;Valencia D.;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5845;A;Pc;Alvarez A.;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
5874;A;A;Rodriguez P.;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6011;A;A;Ekong;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
6160;A;Pc;Vivaldo;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
6204;A;A;Kvernadze;Frosinone;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
6242;A;A;Bidaoui;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
6247;A;Pc;Yalcin;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
6249;A;Pc;Diaw;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
6395;A;Pc;Shpendi S.;Empoli;8;5,69;5,69;0;0;0;0;0;0;0;0;0;0
6418;A;Pc;Burnete;Lecce;1;6;6;0;0;0;0;0;0;0;0;0;0
6419;A;A;Corfitzen;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6427;A;Pc;Stewart;Salernitana;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
6490;A;Pc;Cruz;Verona;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
6519;A;Pc;Camarda;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
6565;A;Pc;Ankeye;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
6583;A;A;Kabic;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
